SEQUENCEID	NumColumns	Rank	AssignedTax
PC84599	36	sp	28901
PC684408	3	sp	28901
PC642511	76	sp	28901
PC277483	2	sp	28901
PC187627	5	sp	550
PC1498433	2	sp	28901
PC495615	109	sp	28901
PC316787	1	sp	28901
PC49176	41	sp	28901
PC799966	6	fam	543
PC289239	1	sp	28151
PC1194898	6	sp	614
PC1417211	7	sp	614
PC276103	1	sp	1884636
PC763607	1	sp	1884636
PC911311	2	gen	613
PC506458	12	sp	82996
PC568144	2	gen	613
PC1078031	1	sp	1263550
PC72638	11	sp	82996
PC1070926	14	sp	82996
PC1104728	15	sp	82996
PC619727	1	sp	1884636
PC119618	1	sp	768490
PC656125	12	sp	82996
PC371137	2	gen	613
PC444682	1	sp	614
PC1145839	12	sp	82996
PC1384142	4	gen	613
PC721653	2	sp	614
PC1074244	1	sp	28151
PC1402641	4	gen	613
PC237832	4	gen	613
PC246839	2	gen	613
PC1491182	2	sp	2338073
PC1282548	3	sp	614
PC259365	2	sp	82996
PC1376763	2	sp	2338073
PC1579168	5	sp	82996
PC965315	1	sp	516075
PC434875	2	gen	613
PC1504009	6	sp	614
PC391202	15	sp	82996
PC1071311	12	sp	82996
PC531303	2	gen	613
PC301283	10	sp	82996
PC101349	12	gen	613
PC519073	11	gen	613
PC444015	2	gen	613
PC881628	24	gen	613
PC220772	2	sp	2338073
PC726580	1	sp	82996
PC929419	5	sp	614
PC692087	1	sp	615
PC263023	14	sp	82996
PC1397833	1	sp	593135
PC1476058	2	sp	2338073
PC1420289	3	gen	613
PC770467	1	sp	516075
PC1144364	10	sp	82996
PC1208075	1	sp	615
PC984931	17	gen	613
PC79829	2	gen	613
PC782230	2	sp	82996
PC1261637	3	gen	613
PC1076476	12	sp	82996
PC1529351	3	gen	613
PC104707	10	gen	613
PC707023	7	sp	614
PC1158034	2	gen	613
PC833179	1	sp	768490
PC1292496	6	sp	614
PC534521	2	sp	82996
PC1464449	4	gen	613
PC686253	15	sp	82996
PC972245	5	gen	613
PC1569888	4	gen	613
PC382451	2	sp	2338073
PC521139	2	gen	613
PC1147776	15	sp	82996
PC1005560	10	sp	82996
PC278293	13	sp	82996
PC615036	13	sp	82996
PC623007	1	sp	593135
PC372943	3	gen	613
PC785007	14	sp	82996
PC219215	1	sp	768490
PC1005003	12	sp	82996
PC1454938	8	ordr	91347
PC655558	1	sp	28151
PC392391	12	sp	82996
PC1205894	14	sp	82996
PC709059	15	sp	82996
PC1526287	12	gen	613
PC839359	12	sp	82996
PC111947	2	gen	620
PC542584	2	sp	82995
PC320464	9	sp	82996
PC1517447	2	gen	613
PC43779	6	sp	614
PC485901	2	gen	613
PC787005	1	sp	137545
PC705612	14	sp	82996
PC1274768	4	gen	613
PC954049	13	sp	82996
PC1562038	2	gen	613
PC634747	2	sp	2338073
PC542491	1	sp	516075
PC183265	13	sp	82996
PC596879	7	sp	614
PC524759	1	sp	2338073
PC647476	1	sp	28151
PC1558430	1	sp	768490
PC82036	12	sp	82996
PC1448308	13	sp	82996
PC965655	13	sp	82996
PC1524597	1	sp	516075
PC338810	6	sp	614
PC1071683	2	sp	82995
PC693901	11	gen	613
PC1315627	4	gen	613
PC589396	3	gen	613
PC272052	2	gen	613
PC596411	5	sp	29484
PC712127	1	sp	593135
PC1498870	8	gen	613
PC140445	4	gen	613
PC120891	2	gen	613
PC1395016	1	sp	614
PC1241473	2	gen	613
PC534494	1	sp	768490
PC1107341	7	sp	614
PC207068	4	gen	613
PC1285622	1	sp	28151
PC893154	12	sp	82996
PC794056	2	sp	82995
PC876993	15	sp	82996
PC195769	2	sp	82995
PC114355	1	sp	768490
PC937529	4	gen	613
PC1036359	14	sp	82996
PC534233	9	gen	613
PC665875	2	sp	2338073
PC1072244	13	sp	82996
PC960393	2	gen	613
PC1008824	15	sp	82996
PC114205	3	sp	158850
PC8655	1	sp	28151
PC1129745	15	sp	82996
PC176971	9	sp	82996
PC388800	7	sp	614
PC470158	3	sp	1263550
PC982499	2	gen	613
PC2705	2	gen	613
PC491919	15	sp	82996
PC622014	1	sp	1884636
PC221435	2	sp	2338073
PC86342	2	gen	613
PC625666	2	gen	613
PC856986	15	sp	82996
PC531838	4	gen	613
PC1196058	15	sp	82996
PC623434	1	sp	184072
PC273198	1	sp	768490
PC17688	12	sp	82996
PC1462989	2	sp	82996
PC122023	5	gen	613
PC165890	1	sp	516074
PC1180344	2	gen	613
PC208049	14	sp	82996
PC1358788	3	gen	586
PC911182	9	gen	613
PC325940	1	sp	768490
PC881870	2	gen	613
PC1400686	2	gen	613
PC151061	9	sp	82996
PC184855	2	gen	613
PC1162085	1	sp	1196095
PC1400366	259	sp	615
PC1150231	1	sp	768490
PC481717	7	sp	614
PC1499422	13	sp	82996
PC45823	12	sp	82996
PC1108650	2	sp	82996
PC724324	2	sp	82995
PC290800	13	sp	82996
PC1148895	4	gen	613
PC978983	4	gen	613
PC851362	2	gen	613
PC815417	1	sp	1263550
PC178657	4	gen	613
PC1580941	1	sp	734
PC243423	9	gen	613
PC92375	1	sp	137545
PC1151544	1	sp	1263550
PC536522	15	sp	82996
PC949237	1	sp	516075
PC337736	2	sp	2338073
PC674514	3	gen	613
PC691763	2	sp	82996
PC977102	3	gen	613
PC1232596	2	gen	613
PC837386	8	gen	613
PC1273010	1	sp	768490
PC43078	4	gen	613
PC1282932	1	sp	615
PC647038	2	gen	613
PC759484	5	sp	614
PC295383	8	gen	613
PC35109	2	gen	613
PC135649	2	gen	613
PC433946	2	sp	82996
PC1543021	1	sp	615
PC534408	2	sp	82996
PC529496	12	sp	82996
PC1275610	15	sp	82996
PC1253566	15	sp	82996
PC100933	2	sp	82995
PC181051	12	sp	82996
PC394025	15	sp	82996
PC1271416	2	gen	613
PC960456	6	sp	614
PC49511	2	gen	613
PC1098476	5	sp	82996
PC1265773	2	gen	613
PC1567225	1	sp	2050966
PC1037886	1	sp	1884636
PC1441272	2	sp	82995
PC881883	13	sp	82996
PC1486348	13	sp	82996
PC452219	5	sp	1263550
PC258559	12	sp	82996
PC1528326	2	gen	613
PC177809	2	sp	82996
PC976099	2	gen	613
PC625723	14	sp	82996
PC767061	2	gen	613
PC532282	2	sp	82995
PC1577348	2	gen	613
PC988955	4	gen	613
PC1352962	2	sp	82995
PC832375	2	gen	613
PC665443	1	sp	768490
PC467290	15	sp	82996
PC1090677	1	sp	768490
PC644423	15	sp	82996
PC309108	1	sp	2338073
PC241685	15	sp	82996
PC858875	2	sp	2338073
PC339524	2	sp	82995
PC409094	2	gen	613
PC126048	14	sp	82996
PC539790	6	sp	614
PC1582960	13	sp	82996
PC1460482	3	sp	367190
PC1487566	9	sp	82996
PC757449	12	sp	82996
PC899436	13	sp	82996
PC656762	3	sp	82996
PC798129	4	gen	613
PC1272322	7	sp	614
PC28344	11	sp	82996
PC125700	9	sp	82996
PC958143	3	gen	613
PC736878	1	sp	768490
PC775745	10	gen	613
PC715080	2	gen	613
PC618763	13	sp	82996
PC850593	13	sp	82996
PC714484	3	sp	1263550
PC871804	15	sp	82996
PC1404206	9	gen	613
PC741924	1	sp	768490
PC1162377	10	gen	613
PC631648	2	gen	613
PC804433	2	sp	82995
PC857558	2	gen	613
PC269477	12	sp	82996
PC1258313	13	sp	82996
PC248458	11	sp	82996
PC379176	6	sp	614
PC959039	7	gen	613
PC911151	1	sp	82996
PC698238	2	sp	1263550
PC1476295	12	sp	82996
PC1295153	4	gen	613
PC674682	2	gen	613
PC865060	2	sp	82995
PC952149	1	sp	82996
PC1243496	2	sp	1263550
PC1062056	2	sp	1263550
PC1359264	14	sp	82996
PC1519036	15	sp	82996
PC1483502	2	sp	82996
PC905434	12	sp	82996
PC524346	8	sp	82996
PC1241147	2	gen	613
PC272825	3	fam	1903414
PC260160	7	sp	82996
PC28890	1	sp	28151
PC1375246	2	gen	613
PC819076	1	sp	768490
PC1158670	12	sp	82996
PC1454984	1	sp	768490
PC657578	11	gen	613
PC1324749	2	gen	613
PC125622	1	sp	1884636
PC1230002	14	sp	82996
PC931540	1	sp	184072
PC1056014	5	gen	613
PC171690	2	gen	613
PC698752	2	gen	613
PC159419	4	gen	613
PC990981	1	sp	1263550
PC383361	1	sp	1896943
PC1227930	13	sp	82996
PC1305808	9	gen	613
PC1130426	2	sp	2338073
PC839155	1	sp	1263550
PC138390	1	sp	1884636
PC1293991	1	sp	585
PC91435	2	gen	613
PC235978	3	sp	1263550
PC780518	9	sp	82996
PC1268967	12	sp	82996
PC1502156	12	sp	82996
PC1201128	12	sp	82996
PC982378	1	sp	614
PC989205	2	gen	613
PC430935	14	sp	82996
PC587456	7	sp	82996
PC13912	7	sp	614
PC1348038	11	sp	82996
PC1187625	4	gen	613
PC49438	2	sp	82996
PC475088	2	sp	82996
PC392496	2	sp	2338073
PC905075	2	gen	613
PC195142	6	sp	82996
PC1324400	3	sp	614
PC1347271	4	gen	613
PC1464068	12	sp	82996
PC1436086	2	sp	2338073
PC1080794	2	gen	613
PC765079	2	gen	613
PC776569	12	sp	82996
PC395556	11	sp	82996
PC745521	15	sp	82996
PC1393716	1	sp	28151
PC818573	2	gen	613
PC1107845	4	gen	613
PC1450807	2	gen	613
PC432047	1	sp	1884636
PC335920	7	sp	614
PC514377	2	gen	613
PC1509714	15	sp	82996
PC428334	14	sp	82996
PC210594	3	gen	613
PC96014	2	sp	82995
PC1484344	2	sp	82995
PC300197	3	gen	613
PC1501591	2	gen	613
PC1540902	11	sp	82996
PC1056712	2	gen	613
PC99459	1	sp	1263550
PC407012	2	sp	82996
PC654439	8	gen	613
PC151119	4	gen	613
PC1514686	9	sp	82996
PC930066	11	sp	82996
PC1017004	1	sp	2338073
PC1419184	2	gen	613
PC1569506	10	sp	82996
PC595416	15	sp	82996
PC1158178	13	sp	82996
PC78760	4	gen	613
PC1410230	2	sp	1263550
PC41143	2	gen	613
PC406980	2	sp	82996
PC998218	2	gen	613
PC1327734	13	sp	82996
PC163755	14	sp	82996
PC604623	5	gen	613
PC501799	1	sp	1884636
PC438463	1	sp	1263550
PC951425	2	gen	613
PC749245	3	gen	613
PC773968	2	gen	613
PC557793	9	gen	613
PC862788	11	gen	286
PC455831	1	sp	2075548
PC847245	2	gen	2745
PC647487	8	sp	2426
PC456332	3	gen	286
PC653232	2	sp	447471
PC595603	1	sp	2075548
PC347278	1	sp	1620392
PC376110	4	gen	2745
PC1004680	1	sp	1699311
PC1456529	1	sp	1620392
PC160123	2	gen	2742
PC140048	4	gen	286
PC1247295	2	gen	286
PC849504	1	sp	1620392
PC1225259	3	gen	286
PC420768	2	sp	2426
PC725442	7	gen	286
PC1522047	2	gen	286
PC61289	1	sp	404770
PC906697	1	sp	1821621
PC101493	1	sp	86304
PC515005	1	sp	1620392
PC613714	1	sp	294
PC479855	4	sp	2426
PC63994	1	sp	86304
PC1130800	7	sp	2426
PC739423	1	sp	866350
PC310837	6	sp	2426
PC1378584	4	gen	286
PC849416	1	sp	330734
PC578089	1	sp	86304
PC949405	1	sp	1620392
PC1264161	2	gen	286
PC143324	1	sp	2075548
PC563076	1	sp	1821621
PC1444089	9	sp	2426
PC626304	1	sp	86304
PC440861	3	gen	286
PC40355	1	sp	664683
PC510901	1	sp	1620392
PC793462	1	sp	1714300
PC416299	1	sp	1821621
PC1082187	4	gen	286
PC363712	2	gen	2742
PC1087689	2	gen	286
PC561304	1	sp	432303
PC858983	2	gen	286
PC66258	2	sp	2426
PC1039818	3	sp	2426
PC882613	1	sp	86304
PC382943	2	gen	286
PC1080868	2	gen	2742
PC741760	1	sp	1821621
PC620527	1	sp	1821621
PC1252271	2	sp	262076
PC1580974	1	sp	396378
PC912243	1	sp	1620392
PC717404	2	gen	286
PC485248	1	sp	1714300
PC1145441	3	gen	286
PC534760	2	gen	48075
PC509679	10	gen	2742
PC323471	7	sp	2426
PC1194324	2	gen	286
PC89167	2	sp	447471
PC128656	7	gen	2745
PC1074123	3	gen	2742
PC1523679	1	sp	86304
PC340505	1	sp	1620392
PC1566112	4	gen	286
PC1058600	1	sp	1620392
PC209719	9	sp	2426
PC1226848	0	root	1
PC1359656	7	sp	2426
PC882338	1	sp	1761794
PC667859	4	sp	2426
PC514054	2	gen	286
PC210493	4	gen	2742
PC161060	1	sp	86304
PC1371099	2	sp	262076
PC221371	3	sp	2426
PC1470823	3	gen	2745
PC741241	2	gen	286
PC329671	2	gen	2742
PC382938	1	sp	1821621
PC783876	1	sp	294
PC597212	4	gen	28253
PC1567735	1	sp	1821621
PC937109	3	gen	2745
PC457819	6	gen	286
PC1484853	1	sp	1821621
PC295487	1	sp	86304
PC1151733	2	gen	286
PC978829	1	sp	213554
PC815784	2	gen	2745
PC1324286	1	sp	1144339
PC286348	1	sp	2055143
PC90001	1	sp	1488328
PC929769	3	gen	286
PC527356	1	sp	86304
PC746448	2	gen	286
PC41222	2	fam	72275
PC939058	4	sp	191390
PC860821	2	gen	286
PC1318373	3	gen	286
PC3099	1	sp	1137280
PC621310	8	sp	2426
PC1380207	1	sp	1620392
PC150827	3	gen	286
PC236815	1	sp	86304
PC1386777	6	gen	286
PC1100724	2	gen	286
PC1221132	1	sp	1620392
PC627397	2	gen	2745
PC787558	2	sp	447471
PC7155	1	sp	1821621
PC396562	1	sp	330734
PC505485	5	gen	2745
PC1200524	1	sp	86304
PC400947	1	sp	1620392
PC429549	2	sp	2426
PC518416	5	sp	2426
PC23321	2	gen	2745
PC358378	1	sp	1761794
PC673711	0	root	1
PC269430	2	fam	72275
PC142199	2	sp	1148509
PC1397595	1	sp	2075548
PC1300605	1	sp	453962
PC655438	2	gen	2745
PC656265	1	sp	664683
PC733884	1	sp	1620392
PC1210903	1	sp	86304
PC1092016	1	sp	1620392
PC1401599	1	sp	1714300
PC976329	2	gen	286
PC701489	5	gen	286
PC978294	1	sp	1144339
PC257364	1	sp	1821621
PC575276	1	sp	330734
PC365017	1	sp	1620392
PC515345	1	sp	2075548
PC767751	1	sp	2075548
PC874476	2	sp	447471
PC1000405	1	sp	1620392
PC808571	6	gen	286
PC79326	9	sp	2426
PC1514544	3	sp	2426
PC1442604	6	gen	286
PC372154	2	gen	286
PC1167302	2	gen	286
PC1202144	2	gen	286
PC4754	2	gen	2745
PC1390855	1	sp	86304
PC1050644	2	gen	2745
PC27955	1	sp	1714300
PC488144	9	sp	2426
PC982901	2	sp	294
PC663128	6	sp	2426
PC1152468	2	gen	286
PC839493	1	sp	1699311
PC629149	2	gen	2745
PC327281	2	sp	223527
PC739242	1	sp	420402
PC201364	1	sp	1821621
PC814418	1	sp	86304
PC991710	1	sp	86304
PC703983	5	gen	286
PC1577887	1	sp	1341119
PC286028	1	sp	1897630
PC770103	5	sp	2426
PC378639	9	sp	2426
PC552965	1	sp	1620392
PC1011469	8	gen	2745
PC1009630	1	sp	293552
PC646318	1	sp	294
PC1480191	1	sp	1620392
PC186742	1	sp	1420916
PC266236	1	sp	1620392
PC803197	1	sp	86304
PC32835	1	sp	86304
PC1015511	1	sp	1620392
PC763689	6	sp	2426
PC437562	1	sp	442341
PC641462	1	sp	1714300
PC1123961	1	sp	294
PC638672	2	gen	48075
PC752548	5	sp	2426
PC1289775	1	sp	1897630
PC755601	4	gen	286
PC552264	1	sp	1620392
PC894248	1	sp	104087
PC494671	8	sp	2426
PC406582	1	sp	1874317
PC1377350	1	sp	86304
PC757433	2	sp	447471
PC1558097	1	sp	1144339
PC606248	6	gen	2742
PC755109	1	sp	1620392
PC1312690	3	gen	2742
PC310800	1	sp	1987723
PC1206096	1	sp	1761795
PC326103	3	sp	2426
PC342896	2	gen	2745
PC383868	2	sp	674054
PC1041677	3	sp	2426
PC377507	1	sp	86304
PC793634	2	gen	48075
PC1501447	2	gen	286
PC914079	1	sp	1620392
PC1453487	1	sp	1620392
PC1015452	3	gen	2742
PC598940	1	sp	1144339
PC187709	1	sp	1620392
PC645669	2	gen	2745
PC1328870	1	sp	1620392
PC569693	7	gen	286
PC317290	1	sp	1699311
PC188897	1	sp	1620392
PC1057534	1	sp	1821621
PC913864	9	sp	2426
PC499543	1	sp	650850
PC629820	1	sp	1897630
PC949934	4	gen	286
PC2084	4	sp	2426
PC643989	5	sp	2426
PC505425	1	sp	1821621
PC1340583	1	sp	375760
PC96297	1	sp	1620392
PC1131210	1	sp	1620392
PC1514275	14	gen	286
PC80531	4	sp	2426
PC1486550	3	gen	286
PC253903	3	gen	2745
PC431768	2	gen	2745
PC615602	5	gen	286
PC815450	3	gen	2742
PC834489	3	sp	2426
PC55635	7	sp	2426
PC952117	1	sp	330734
PC1052076	2	gen	2742
PC657897	1	sp	1904639
PC756468	1	sp	491950
PC872209	1	sp	1699311
PC1029288	4	sp	2426
PC1137357	3	gen	286
PC369554	1	sp	1033846
PC750887	3	gen	286
PC533823	1	sp	1620392
PC437243	7	sp	2426
PC1026960	1	sp	1620392
PC1143823	1	sp	1620392
PC107629	2	sp	664683
PC917928	6	gen	2742
PC1055973	1	sp	1420916
PC722424	2	gen	2745
PC403587	1	sp	1982043
PC1434415	9	gen	286
PC1503360	3	gen	286
PC292150	8	sp	2426
PC1540317	1	sp	122355
PC122174	1	sp	1620392
PC117875	5	gen	2742
PC1207587	2	gen	286
PC904913	1	sp	1620392
PC307052	2	sp	2426
PC463779	1	sp	294
PC400271	5	gen	286
PC1045809	10	gen	286
PC1144629	1	sp	1033846
PC1123519	1	sp	2426
PC1275309	1	sp	294
PC1084129	2	sp	262076
PC1372418	2	gen	286
PC671091	1	sp	1620392
PC448775	1	sp	1620392
PC85745	1	sp	294
PC144797	4	gen	2742
PC891412	1	sp	213554
PC1524015	3	sp	2426
PC763283	1	sp	1137280
PC3048	1	sp	1620392
PC1101840	4	sp	2426
PC1450674	3	gen	2742
PC1542544	2	gen	286
PC213605	1	sp	1849167
PC612368	1	sp	86304
PC1146984	2	gen	2745
PC18949	1	sp	1620392
PC1564155	1	sp	2044917
PC828586	1	sp	2075548
PC324736	2	gen	286
PC666412	3	gen	286
PC1532431	1	sp	86304
PC1250896	1	sp	294
PC1206640	2	gen	2745
PC532595	1	sp	294
PC1368815	171	gen	286
PC529596	1	sp	664683
PC22721	3	sp	2426
PC1169292	2	gen	286
PC1170111	1	sp	1699311
PC599115	2	gen	286
PC467372	2	gen	286
PC1360430	3	gen	2742
PC1032426	5	gen	286
PC1345754	2	sp	2426
PC1539859	1	sp	294
PC1278835	9	sp	2426
PC359556	3	gen	286
PC741809	6	gen	2742
PC1461767	2	sp	223527
PC1339929	2	gen	286
PC935902	2	gen	2742
PC526222	1	sp	1144339
PC522550	2	gen	2745
PC973056	1	sp	1699311
PC744717	1	sp	1346287
PC1072383	1	sp	294
PC266254	2	sp	2426
PC650603	4	gen	286
PC1157863	1	sp	1699311
PC1351745	2	sp	294
PC1207443	2	gen	286
PC854580	1	sp	1620392
PC467040	3	gen	2745
PC791930	1	sp	294
PC1264513	2	sp	447471
PC1144792	1	sp	1504981
PC904259	3	gen	286
PC576069	1	sp	1699311
PC671440	1	sp	86304
PC447721	1	sp	330734
PC498370	1	sp	1821621
PC604482	3	sp	2426
PC456839	1	sp	1620392
PC957101	1	sp	2055143
PC1056049	6	sp	2426
PC950458	4	sp	2426
PC118929	3	gen	2742
PC1245188	1	sp	1821621
PC175252	2	gen	286
PC107817	2	sp	2426
PC529986	2	sp	447471
PC1089500	9	sp	2426
PC8800	1	sp	1620392
PC650866	2	gen	2742
PC882284	2	gen	2742
PC1294352	2	gen	286
PC375981	4	gen	286
PC571428	1	sp	1874317
PC896018	2	gen	2742
PC445509	1	sp	2013577
PC1565376	3	sp	2426
PC61577	1	sp	294
PC903930	1	sp	1821621
PC1384994	1	sp	330734
PC1560093	2	gen	286
PC206489	1	sp	1620392
PC621221	3	gen	2742
PC838795	2	gen	286
PC418529	1	sp	375760
PC247536	4	gen	286
PC676291	1	sp	1620392
PC418576	4	sp	2426
PC715806	2	gen	2745
PC707759	1	sp	1849167
PC307743	1	sp	213554
PC1214483	1	sp	1821621
PC1322235	1	sp	1620392
PC973617	2	sp	2426
PC1525390	5	sp	2426
PC1240449	7	gen	286
PC1152511	3	gen	286
PC260703	3	gen	286
PC628671	2	sp	447471
PC432239	2	sp	2426
PC1249876	0	root	1
PC92618	8	sp	2426
PC466601	5	gen	286
PC1040375	3	gen	286
PC1564822	1	sp	1761795
PC190793	2	gen	2742
PC847315	1	sp	75612
PC85863	1	sp	1714300
PC426895	2	gen	2742
PC647922	2	gen	48075
PC375150	5	sp	2426
PC455594	1	sp	115553
PC591811	1	sp	86304
PC954751	4	gen	2745
PC178353	4	gen	286
PC784718	1	sp	86304
PC1017274	3	sp	2426
PC1493038	3	sp	2426
PC803863	1	sp	1714300
PC555334	2	gen	286
PC1510457	1	sp	1346287
PC1027702	3	gen	2745
PC1469572	2	gen	286
PC1246881	1	sp	86304
PC509215	1	sp	294
PC367805	1	sp	86304
PC474198	2	gen	2742
PC386054	3	gen	286
PC976129	1	sp	86304
PC146382	1	sp	1420916
PC562833	2	gen	2742
PC894767	1	sp	2075548
PC1261289	1	sp	213554
PC966859	5	gen	2745
PC385848	2	gen	286
PC1262636	1	sp	86304
PC799974	1	sp	86304
PC1370052	2	gen	2745
PC173121	7	gen	286
PC529671	2	gen	286
PC595181	2	gen	48075
PC182763	0	root	1
PC193586	1	sp	1699311
PC985890	2	gen	48075
PC293629	2	gen	2742
PC1399069	2	gen	2745
PC1475870	1	sp	1620392
PC1427560	2	gen	286
PC1551707	1	sp	330734
PC520040	4	sp	2426
PC436103	2	gen	286
PC1452045	1	sp	375760
PC775066	1	sp	420402
PC760859	3	gen	2745
PC1519093	1	sp	1620392
PC337686	2	sp	447471
PC1087887	1	sp	1821621
PC1356984	2	gen	286
PC1204944	8	gen	286
PC464407	3	sp	2426
PC1516402	4	sp	2426
PC1404386	1	sp	1699311
PC32316	3	gen	2745
PC1582453	1	sp	330734
PC562493	4	sp	2426
PC1310917	4	gen	286
PC1396992	2	gen	2745
PC1484975	1	sp	86304
PC202640	1	sp	86304
PC1461985	2	sp	447471
PC1145147	5	sp	2426
PC500687	2	sp	2426
PC1531573	2	gen	2742
PC382363	2	gen	2742
PC256609	1	sp	1821621
PC1517605	2	gen	286
PC377060	5	gen	2742
PC1047372	2	gen	286
PC176474	2	sp	2426
PC863985	1	sp	74829
PC495949	2	sp	2426
PC1179580	2	gen	286
PC947985	1	sp	1699311
PC1062605	1	sp	1346287
PC213201	1	sp	1821621
PC393842	3	gen	2745
PC76324	1	sp	86304
PC84247	5	gen	2742
PC959664	4	sp	2426
PC1122422	1	sp	1620392
PC1510384	1	sp	294
PC926450	2	sp	262076
PC467801	1	sp	432303
PC1091871	2	sp	447471
PC644139	1	sp	1821621
PC1497072	3	gen	286
PC1245255	1	sp	1821621
PC1341397	1	sp	1821621
PC897194	9	sp	2426
PC216535	1	sp	1620392
PC696608	1	sp	2075548
PC716868	1	sp	1897630
PC1095583	6	gen	286
PC181166	1	sp	86304
PC1383491	1	sp	200451
PC48694	1	sp	1620392
PC603491	2	sp	447471
PC755323	1	sp	2282311
PC1153878	1	sp	1928331
PC1080090	1	sp	1620392
PC1035742	4	gen	2745
PC612218	1	sp	1821621
PC145886	2	gen	28253
PC234347	4	sp	2426
PC322204	2	sp	262076
PC362209	7	sp	2426
PC1487003	1	sp	207949
PC383753	1	sp	2014541
PC177011	1	sp	1620392
PC219498	1	sp	1714300
PC889489	3	gen	2742
PC993521	1	sp	2213058
PC1183572	1	sp	294
PC908937	6	sp	2426
PC650687	15	gen	286
PC406938	1	sp	1761794
PC1530209	1	sp	1620392
PC878278	1	sp	1699311
PC249124	6	sp	2426
PC1150734	6	sp	2426
PC225239	1	sp	1620392
PC624322	1	sp	1620392
PC1078854	4	gen	286
PC324865	8	gen	286
PC557258	1	sp	1594462
PC1360138	9	sp	2426
PC908397	2	gen	286
PC373499	5	sp	2426
PC1563650	3	gen	2745
PC1507707	1	sp	293552
PC87895	146	gen	286
PC1175124	2	sp	223527
PC1491922	2	gen	2742
PC597035	5	sp	2426
PC1554338	1	sp	1699311
PC1510082	2	gen	286
PC141066	1	sp	213554
PC426095	4	sp	2426
PC254228	0	root	1
PC676215	2	sp	447471
PC1357748	1	sp	1761795
PC1197977	1	sp	2075548
PC1309911	4	gen	2742
PC376406	7	gen	286
PC300931	12	gen	286
PC1463539	1	sp	86304
PC1333659	9	sp	2426
PC232824	4	gen	286
PC885897	9	sp	2426
PC1549528	2	gen	286
PC403724	8	gen	286
PC1215343	1	sp	454602
PC1286179	4	gen	286
PC1442732	2	gen	28253
PC79805	2	sp	262076
PC138052	4	gen	2742
PC425210	3	sp	2426
PC929549	1	sp	1699311
PC594675	1	sp	1761794
PC1501692	8	gen	286
PC1180003	2	gen	48075
PC512877	1	sp	115553
PC1466013	1	sp	1620392
PC1047063	1	sp	1524254
PC894792	4	sp	2426
PC584711	2	gen	286
PC1111156	3	fam	1706375
PC1199874	1	sp	1960827
PC1537872	2	sp	262076
PC918447	9	sp	2426
PC1217920	1	sp	2042704
PC594403	2	gen	2745
PC1418052	1	sp	664683
PC1159842	2	sp	262076
PC347061	9	sp	2426
PC742298	1	sp	86304
PC919211	2	gen	2745
PC138526	1	sp	207949
PC221130	5	gen	2742
PC1028449	8	sp	2426
PC817316	4	sp	2426
PC1468946	1	sp	2075548
PC1051263	5	gen	2742
PC1086711	3	gen	2742
PC212304	2	gen	2745
PC57245	2	gen	286
PC629439	1	sp	330734
PC1361515	3	gen	2745
PC798609	5	gen	286
PC507400	1	sp	207949
PC409734	1	sp	294
PC277151	2	gen	2742
PC227955	2	gen	28253
PC608375	1	sp	1488328
PC789750	1	sp	1699311
PC354913	1	sp	213554
PC186450	3	gen	2742
PC957052	1	sp	294
PC1062849	0	root	1
PC806200	1	sp	1821621
PC254454	1	sp	1821621
PC680514	1	sp	86304
PC114539	2	sp	262076
PC1010766	3	gen	2742
PC196142	6	sp	2426
PC795400	4	gen	286
PC1264989	1	sp	1821621
PC923810	2	sp	262076
PC1036328	4	gen	286
PC211420	2	gen	286
PC276273	1	sp	454602
PC885343	5	sp	2426
PC1265238	8	gen	286
PC367517	4	gen	2742
PC639827	1	sp	2075548
PC228549	1	sp	2075548
PC605324	1	sp	1620392
PC673557	1	sp	86304
PC1296781	2	gen	2745
PC747223	1	sp	1699311
PC148180	6	sp	2426
PC742673	1	sp	1699311
PC310603	1	sp	375760
PC417974	2	gen	286
PC1367353	1	sp	86304
PC376384	1	sp	1699311
PC1037374	2	sp	262076
PC200312	2	sp	2426
PC133494	2	sp	223527
PC48797	4	gen	2742
PC1047571	1	sp	1821621
PC603124	3	gen	2745
PC1565923	2	sp	447471
PC915997	4	sp	2426
PC521026	2	gen	2745
PC1248931	1	sp	1701104
PC251711	1	sp	396378
PC1419830	1	sp	420402
PC20910	3	gen	286
PC1009020	2	sp	294
PC751582	1	sp	294
PC757795	2	gen	2742
PC1055970	1	sp	213554
PC1551095	2	sp	262076
PC327134	1	sp	294
PC27023	6	gen	2745
PC514650	4	gen	286
PC1346939	1	sp	1926491
PC1534766	1	sp	294
PC10441	4	gen	286
PC496281	1	sp	1982043
PC275429	5	gen	286
PC1157864	3	gen	2742
PC960199	2	gen	2742
PC1046215	1	sp	213554
PC969111	2	gen	286
PC508909	4	gen	286
PC883743	1	sp	86304
PC686594	9	sp	2426
PC1078677	1	sp	1341119
PC873423	1	sp	64970
PC119654	1	sp	1699311
PC1379486	7	gen	2745
PC1137639	2	sp	2426
PC166053	5	gen	286
PC531962	2	gen	286
PC369506	6	gen	286
PC519654	8	gen	286
PC1018126	8	sp	2426
PC425655	1	sp	1620392
PC1100124	2	gen	2745
PC254096	4	gen	2745
PC1553	1	sp	1504981
PC841696	2	gen	2742
PC525199	1	sp	294
PC165514	18	gen	286
PC1304997	1	sp	213554
