parentID	contigID
G001649505	G001649505.part_NZ_LVYG01000019.1
G001918745	G001918745.part_MNGN01000031.1
G000425585	G000425585.part_NZ_AUDS01000018.1
G001769835	G001769835.part_MEPR01000070.1
G000433035	G000433035.part_FR890813.1
G000497755	G000497755.part_NZ_AYOD01000035.1
G001632145	G001632145.part_NZ_LVHS01000024.1
G000993365	G000993365.part_LBWA01000012.1
G000429045	G000429045.part_NZ_AUBC01000017.1
G000292245	G000292245.part_NZ_ALPT02000002.1
G000970775	G000970775.part_NZ_KQ034021.1
G000344805	G000344805.part_NC_020453.1
G000768695	G000768695.part_NZ_AVPL01000001.1
G900107575	G900107575.part_FNQX01000012.1
G001676225	G001676225.part_NZ_LZEY01000006.1
G000300115	G000300115.part_NZ_JH930367.1
G001995095	G001995095.part_NZ_MTSD02000002.1
G000934435	G000934435.part_NZ_JXIJ01000028.1
G000309585	G000309585.part_NZ_AFYK01000025.1
G000487995	G000487995.part_NZ_KI530589.1
G900106765	G900106765.part_FNNG01000002.1
G000714715	G000714715.part_NZ_JMFO01000001.1
G001894865	G001894865.part_NZ_BCXA01000031.1
G000429305	G000429305.part_NZ_AUBP01000001.1
G000023065	G000023065.part_NC_012691.1
G001315985	G001315985.part_BBBI01000004.1
G000382245	G000382245.part_NZ_KB907862.1
G000745125	G000745125.part_NZ_JQNF01000003.1
G000702885	G000702885.part_NZ_JNKO01000009.1
G001424585	G001424585.part_NZ_LMPJ01000010.1
G000382125	G000382125.part_NZ_KB907554.1
G000717475	G000717475.part_NZ_JPIK01000018.1
G000717335	G000717335.part_NZ_JNYZ01000014.1
G000224335	G000224335.part_NZ_AFXZ01000012.1
G000934435	G000934435.part_NZ_JXIJ01000090.1
G001422605	G001422605.part_NZ_LMLK01000003.1
G000297775	G000297775.part_NZ_JH815513.1
G900114835	G900114835.part_FOUJ01000002.1
G000286115	G000286115.part_NZ_ALAD01000014.1
G000161935	G000161935.part_NZ_GG698806.1
G000717335	G000717335.part_NZ_JNYZ01000029.1
G001469895	G001469895.part_NZ_LOPY01000011.1
G000245075	G000245075.part_NZ_JH599958.1
G001795545	G001795545.part_MGPM01000010.1
G000423405	G000423405.part_NZ_AUHX01000012.1
G000741765	G000741765.part_NZ_JGZU01000004.1
G900089075	G900089075.part_NZ_LT593747.1
G001298265	G001298265.part_NZ_LGSZ01000031.1
G000934435	G000934435.part_NZ_JXIJ01000050.1
G000684975	G000684975.part_NZ_BAXZ01000003.1
G000620645	G000620645.part_NZ_JIAV01000018.1
G000934435	G000934435.part_NZ_JXIJ01000015.1
G001280505	G001280505.part_NZ_LBIO01000037.1
G000445105	G000445105.part_NZ_ATDP01000081.1
G000424365	G000424365.part_NZ_AUJT01000002.1
G000237805	G000237805.part_NZ_CM001376.1
G900129845	G900129845.part_NZ_FQXB01000001.1
G000504165	G000504165.part_NZ_KI632508.1
G900112935	G900112935.part_FONM01000005.1
G001793865	G001793865.part_MGIS01000023.1
G000430585	G000430585.part_NZ_AUMH01000013.1
G000993015	G000993015.part_LBVI01000002.1
G001438805	G001438805.part_NZ_JQCF01000004.1
G000519205	G000519205.part_NZ_KI912600.1
G001582555	G001582555.part_NZ_LBAG01000007.1
G000300855	G000300855.part_NZ_ALJF01000013.1
G900129715	G900129715.part_NZ_FQWP01000009.1
G001508335	G001508335.part_LGFX01000001.1
G000426565	G000426565.part_NZ_AUFP01000009.1
G000336915	G000336915.part_NZ_AOMD01000016.1
G000797445	G000797445.part_NZ_JSWF01000027.1
G001025035	G001025035.part_NZ_LCZK01000008.1
G000519205	G000519205.part_NZ_JAFB01000016.1
G001292625	G001292625.part_NZ_LAJH01000021.1
G000497755	G000497755.part_NZ_AYOD01000008.1
G001278075	G001278075.part_NZ_CP011340.1
G001005215	G001005215.part_NZ_LBNQ01000041.1
G000337675	G000337675.part_NZ_AOIB01000021.1
G001894865	G001894865.part_NZ_BCXA01000028.1
G000241345	G000241345.part_NZ_BAED01000019.1
G001312505	G001312505.part_NZ_BBDW01000006.1
G001624625	G001624625.part_NZ_LQXX01000001.1
G000188155	G000188155.part_NZ_KE124774.1
G001298265	G001298265.part_NZ_LGSZ01000050.1
G000220545	G000220545.part_NZ_AFPL01000032.1
G000445145	G000445145.part_NZ_ATIB01000081.1
G001484985	G001484985.part_NZ_BCLZ01000003.1
G000487995	G000487995.part_NZ_KI530590.1
G000092565	G000092565.part_NC_004343.2
G000422425	G000422425.part_NZ_AULT01000012.1
G000179775	G000179775.part_NZ_AEEB01000001.1
G000648175	G000648175.part_NZ_AYOK01000040.1
G000702885	G000702885.part_NZ_JNKO01000010.1
G000751675	G000751675.part_NZ_CCFF01000017.1
G900112605	G900112605.part_FOMJ01000009.1
G000307245	G000307245.part_NZ_DF158877.1
G001424585	G001424585.part_NZ_LMPJ01000009.1
G001292625	G001292625.part_NZ_LAJH01000005.1
G000511875	G000511875.part_NZ_AZIN01000001.1
G000318295	G000318295.part_NZ_KB291470.1
G900107845	G900107845.part_FNRM01000002.1
G900115085	G900115085.part_FOVF01000004.1
G000337675	G000337675.part_NZ_AOIB01000005.1
G000686845	G000686845.part_NZ_JMLS01000022.1
G900101015	G900101015.part_FNFZ01000002.1
G001005215	G001005215.part_NZ_LBNQ01000020.1
G000382265	G000382265.part_NZ_KB907977.1
G000021025	G000021025.part_NC_012559.1
G000733775	G000733775.part_NZ_JPOE01000005.1
G000519205	G000519205.part_NZ_JAFB01000032.1
G000336655	G000336655.part_NZ_AOLZ01000075.1
G900100715	G900100715.part_FNCA01000003.1
G001313205	G001313205.part_BBFK01000003.1
G002006995	G002006995.part_NZ_MRUL01000012.1
G900094975	G900094975.part_NZ_FMAU01000007.1
G000173975	G000173975.part_NZ_ACEP01000029.1
G000525955	G000525955.part_NZ_AODJ01000005.1
G900129715	G900129715.part_NZ_FQWP01000010.1
G000382085	G000382085.part_NZ_KB907520.1
G900130035	G900130035.part_NZ_FQXQ01000005.1
G900104395	G900104395.part_NZ_FMXX01000005.1
G000689195	G000689195.part_NZ_AZRA01000025.1
G000712035	G000712035.part_NZ_JONV01000007.1
G000497755	G000497755.part_NZ_AYOD01000011.1
G000377645	G000377645.part_NZ_KB898475.1
G000337675	G000337675.part_NZ_AOIB01000038.1
G900115845	G900115845.part_NZ_FOXX01000007.1
G000426565	G000426565.part_NZ_AUFP01000010.1
G000147675	G000147675.part_NZ_ADGQ01000050.1
G000337475	G000337475.part_NZ_AOIT01000010.1
G000017265	G000017265.part_NC_011144.1
G001769705	G001769705.part_MEPF01000016.1
G000337475	G000337475.part_NZ_AOIT01000055.1
G000469445	G000469445.part_NZ_KI271654.1
G000224765	G000224765.part_AGAU01000083.1
G000741785	G000741785.part_NZ_JGZP01000016.1
G000745975	G000745975.part_NZ_JQKJ01000015.1
G900115215	G900115215.part_FOVQ01000008.1
G900101965	G900101965.part_FNAP01000004.1
G001469845	G001469845.part_NZ_LNOS01000028.1
G000224335	G000224335.part_NZ_AFXZ01000036.1
G001422605	G001422605.part_NZ_LMLK01000027.1
G000312545	G000312545.part_NZ_HE997544.1
G000429305	G000429305.part_NZ_KE386881.1
G001795545	G001795545.part_MGPM01000009.1
G000444565	G000444565.part_NZ_APBU01000059.1
G900116115	G900116115.part_FOZP01000005.1
G000717335	G000717335.part_NZ_JNYZ01000030.1
G000241345	G000241345.part_NZ_BAED01000024.1
G000224765	G000224765.part_AGAU01000163.1
G000241345	G000241345.part_NZ_BAED01000061.1
G001708185	G001708185.part_NZ_MDDN01000013.1
G001830015	G001830015.part_MICX01000004.1
G000429305	G000429305.part_NZ_AUBP01000025.1
G000445105	G000445105.part_NZ_ATDP01000098.1
G001298265	G001298265.part_NZ_LGSZ01000028.1
G001280515	G001280515.part_NZ_LBIQ01000019.1
G001767605	G001767605.part_MELM01000033.1
G000437335	G000437335.part_FR897768.1
G000620645	G000620645.part_NZ_JIAV01000001.1
G000745975	G000745975.part_NZ_JQKJ01000017.1
G000741785	G000741785.part_NZ_JGZP01000014.1
G000220585	G000220585.part_NZ_AFOE01000055.1
G900101965	G900101965.part_FNAP01000006.1
G001865655	G001865655.part_NZ_CP011318.1
G000196275	G000196275.part_NC_008025.1
G000377645	G000377645.part_NZ_KB898477.1
G900113925	G900113925.part_FORD01000008.1
G900115845	G900115845.part_NZ_FOXX01000005.1
G000282595	G000282595.part_NZ_AKIZ01000015.1
G000689195	G000689195.part_NZ_AZRA01000027.1
G000428145	G000428145.part_NZ_ATZJ01000008.1
G000430585	G000430585.part_NZ_AUMH01000008.1
G001074355	G001074355.part_NZ_JUTO01000014.1
G900129715	G900129715.part_NZ_FQWP01000012.1
G000429865	G000429865.part_NZ_AUCR01000002.1
G000382085	G000382085.part_NZ_KB907522.1
G000300855	G000300855.part_NZ_ALJF01000008.1
G900130035	G900130035.part_NZ_FQXQ01000007.1
G000428145	G000428145.part_NZ_KE386629.1
G000684975	G000684975.part_NZ_BAXZ01000018.1
G001570425	G001570425.part_NZ_BCSX01000028.1
G000241345	G000241345.part_NZ_BAED01000063.1
G001708185	G001708185.part_NZ_MDDN01000011.1
G000599865	G000599865.part_NZ_JHAC01000011.1
G001894865	G001894865.part_NZ_BCXA01000017.1
G001830015	G001830015.part_MICX01000006.1
G000429305	G000429305.part_NZ_AUBP01000027.1
G001870905	G001870905.part_NZ_LNDC01000100.1
G001553285	G001553285.part_NZ_KQ960684.1
G900116115	G900116115.part_FOZP01000007.1
G000717335	G000717335.part_NZ_JNYZ01000032.1
G000224335	G000224335.part_NZ_AFXZ01000034.1
G001422605	G001422605.part_NZ_LMLK01000025.1
G000195275	G000195275.part_NC_015386.1
G001568365	G001568365.part_NZ_JQRJ01000014.1
G000688415	G000688415.part_NZ_JIAH01000006.1
G000179775	G000179775.part_NZ_AEEB01000003.1
G000455825	G000455825.part_NZ_ATAO01000206.1
G001869395	G001869395.part_NZ_MLNP01000046.1
G900142495	G900142495.part_NZ_FRBA01000009.1
G000751675	G000751675.part_NZ_CCFF01000015.1
G000307245	G000307245.part_NZ_DF158875.1
G000576595	G000576595.part_NZ_AWSA01000014.1
G001469895	G001469895.part_NZ_LOPY01000037.1
G000224335	G000224335.part_NZ_AFXZ01000009.1
G001499755	G001499755.part_NZ_CVIV01000051.1
G000024605	G000024605.part_NC_013385.1
G000422425	G000422425.part_NZ_AULT01000010.1
G001298265	G001298265.part_NZ_LGSZ01000052.1
G000220545	G000220545.part_NZ_AFPL01000030.1
G001570425	G001570425.part_NZ_BCSX01000015.1
G001484985	G001484985.part_NZ_BCLZ01000001.1
G000684975	G000684975.part_NZ_BAXZ01000025.1
G001570425	G001570425.part_NZ_BCSX01000050.1
G000376445	G000376445.part_NZ_AQXI01000002.1
G001312505	G001312505.part_NZ_BBDW01000004.1
G002003465	G002003465.part_NZ_BDDQ01000030.1
G002006995	G002006995.part_NZ_MRUL01000010.1
G900094975	G900094975.part_NZ_FMAU01000005.1
G001424305	G001424305.part_NZ_LMPD01000002.1
G000186205	G000186205.part_NZ_AENR01000008.1
G900100715	G900100715.part_FNCA01000001.1
G000226625	G000226625.part_NC_016043.1
G001313205	G001313205.part_BBFK01000001.1
G900107575	G900107575.part_FNQX01000009.1
G000382265	G000382265.part_NZ_KB907975.1
G001649505	G001649505.part_NZ_LVYG01000002.1
G001898495	G001898495.part_MKUA01000028.1
G000797445	G000797445.part_NZ_JSWF01000044.1
G000336915	G000336915.part_NZ_AOMD01000030.1
G000436435	G000436435.part_FR885656.1
G000173655	G000173655.part_NZ_ABZU01000008.1
G000379665	G000379665.part_NZ_KB903367.1
G000429865	G000429865.part_NZ_KE386979.1
G000519205	G000519205.part_NZ_JAFB01000030.1
G000511875	G000511875.part_NZ_AZIN01000003.1
G900115085	G900115085.part_FOVF01000006.1
G000686845	G000686845.part_NZ_JMLS01000020.1
G001005215	G001005215.part_NZ_LBNQ01000022.1
G000482805	G000482805.part_NZ_KI519504.1
G000599865	G000599865.part_NZ_JHAC01000008.1
G001708185	G001708185.part_NZ_MDDN01000008.1
G001049895	G001049895.part_NZ_CVPE01000003.1
G000300115	G000300115.part_NZ_JH930358.1
G000684975	G000684975.part_NZ_BAXZ01000001.1
G000428145	G000428145.part_NZ_KE386630.1
G000508965	G000508965.part_NZ_BAHV02000021.1
G000423645	G000423645.part_NZ_AUIJ01000002.1
G900089075	G900089075.part_NZ_LT593745.1
G000161935	G000161935.part_NZ_GG698804.1
G001869395	G001869395.part_NZ_MLNP01000027.1
G001969385	G001969385.part_NZ_CP014798.1
G900089455	G900089455.part_NZ_FLRC01000053.1
G000220235	G000220235.part_NZ_GL982465.1
G000318295	G000318295.part_NZ_KB291456.1
G000318295	G000318295.part_NZ_KB291413.1
G000686845	G000686845.part_NZ_JMLS01000004.1
G000518105	G000518105.part_NZ_JACY01000008.1
G001508335	G001508335.part_LGFX01000003.1
G001424905	G001424905.part_NZ_LMCU01000001.1
G001769705	G001769705.part_MEPF01000048.1
G001469845	G001469845.part_NZ_LNOS01000033.1
G000220585	G000220585.part_NZ_AFOE01000009.1
G000797445	G000797445.part_NZ_JSWF01000025.1
G000519205	G000519205.part_NZ_JAFB01000014.1
G000519205	G000519205.part_NZ_KI912602.1
G000300855	G000300855.part_NZ_ALJF01000011.1
G001582555	G001582555.part_NZ_LBAG01000005.1
G000225525	G000225525.part_NZ_AGBF01000002.1
G900129845	G900129845.part_NZ_FQXB01000003.1
G001308105	G001308105.part_NZ_CP012852.1
G900112935	G900112935.part_FONM01000007.1
G000430585	G000430585.part_NZ_AUMH01000011.1
G001438805	G001438805.part_NZ_JQCF01000006.1
G000428145	G000428145.part_NZ_ATZJ01000011.1
G000768695	G000768695.part_NZ_AVPL01000003.1
G900107575	G900107575.part_FNQX01000010.1
G000011645	G000011645.part_NC_006270.3
G000429045	G000429045.part_NZ_AUBC01000015.1
G002006995	G002006995.part_NZ_MRUL01000009.1
G001708975	G001708975.part_NZ_LVJZ01000004.1
G000248095	G000248095.part_NZ_CP011013.1
G000013125	G000013125.part_NC_007797.1
G001632145	G001632145.part_NZ_LVHS01000026.1
G000218895	G000218895.part_NC_015693.1
G001769705	G001769705.part_MEPF01000030.1
G000424205	G000424205.part_NZ_AUJL01000001.1
G000519205	G000519205.part_NZ_JAFB01000029.1
G000336915	G000336915.part_NZ_AOMD01000029.1
G001499755	G001499755.part_NZ_CVIV01000048.1
G001422605	G001422605.part_NZ_LMLK01000001.1
G000422425	G000422425.part_NZ_AULT01000009.1
G001315985	G001315985.part_BBBI01000006.1
G900142495	G900142495.part_NZ_FRBA01000010.1
G001424585	G001424585.part_NZ_LMPJ01000012.1
G000717335	G000717335.part_NZ_JNYZ01000016.1
G000599865	G000599865.part_NZ_JHAC01000070.1
G001676225	G001676225.part_NZ_LZEY01000004.1
G000300115	G000300115.part_NZ_JH930365.1
G000309585	G000309585.part_NZ_AFYK01000027.1
G000714715	G000714715.part_NZ_JMFO01000003.1
G000220545	G000220545.part_NZ_AFPL01000029.1
G000336655	G000336655.part_NZ_AOLZ01000012.1
G000981645	G000981645.part_LAQC01000008.1
G000186205	G000186205.part_NZ_AENR01000028.1
G000990725	G000990725.part_LBSV01000002.1
G000300855	G000300855.part_NZ_ALJF01000015.1
G000225525	G000225525.part_NZ_AGBF01000006.1
G900129845	G900129845.part_NZ_FQXB01000007.1
G900112935	G900112935.part_FONM01000003.1
G001438805	G001438805.part_NZ_JQCF01000002.1
G000425585	G000425585.part_NZ_AUDS01000023.1
G000337675	G000337675.part_NZ_AOIB01000027.1
G001508335	G001508335.part_LGFX01000007.1
G001649505	G001649505.part_NZ_LVYG01000022.1
G000719275	G000719275.part_NZ_JOFP01000011.1
G000519205	G000519205.part_NZ_JAFB01000010.1
G000224335	G000224335.part_NZ_AFXZ01000029.1
G001469895	G001469895.part_NZ_LOPY01000052.1
G000423645	G000423645.part_NZ_AUIJ01000006.1
G000317125	G000317125.part_NC_019695.1
G000436435	G000436435.part_FR885840.1
G000741765	G000741765.part_NZ_JGZU01000002.1
G900116265	G900116265.part_NZ_FOZU01000010.1
G000430745	G000430745.part_NZ_KE387233.1
G000648175	G000648175.part_NZ_AYOK01000062.1
G001875345	G001875345.part_MIZA01000001.1
G000401175	G000401175.part_NC_021286.1
G000424365	G000424365.part_NZ_AUJT01000004.1
G000430745	G000430745.part_NZ_AUMP01000016.1
G001570425	G001570425.part_NZ_BCSX01000035.1
G000684975	G000684975.part_NZ_BAXZ01000005.1
G000220545	G000220545.part_NZ_AFPL01000055.1
G000241345	G000241345.part_NZ_BAED01000006.1
G001280505	G001280505.part_NZ_LBIO01000049.1
G000429305	G000429305.part_NZ_AUBP01000007.1
G001676225	G001676225.part_NZ_LZEY01000045.1
G000300115	G000300115.part_NZ_JH930361.1
G001995095	G001995095.part_NZ_MTSD02000004.1
G900102125	G900102125.part_FNAZ01000008.1
G000714715	G000714715.part_NZ_JMFO01000007.1
G900106765	G900106765.part_FNNG01000004.1
G000245075	G000245075.part_NZ_JH599963.1
G000424205	G000424205.part_NZ_KE384148.1
G000508965	G000508965.part_NZ_BAHV02000018.1
G001499755	G001499755.part_NZ_CVIV01000009.1
G001422605	G001422605.part_NZ_LMLK01000005.1
G000576595	G000576595.part_NZ_AWSA01000009.1
G000297775	G000297775.part_NZ_JH815515.1
G900114835	G900114835.part_FOUJ01000004.1
G001315985	G001315985.part_BBBI01000002.1
G001812395	G001812395.part_NZ_KV808730.1
G000382245	G000382245.part_NZ_KB907864.1
G000745125	G000745125.part_NZ_JQNF01000005.1
G000382125	G000382125.part_NZ_KB907552.1
G000717335	G000717335.part_NZ_JNYZ01000012.1
G000433035	G000433035.part_FR890815.1
G001594145	G001594145.part_LVCF01000043.1
G001774495	G001774495.part_MFAE01000005.1
G000484595	G000484595.part_NZ_AXVE01000003.1
G001769705	G001769705.part_MEPF01000034.1
G000424205	G000424205.part_NZ_AUJL01000005.1
G000231275	G000231275.part_NZ_JH370371.1
G000018945	G000018945.part_NC_011978.1
G001431485	G001431485.part_NZ_LDJM01000022.1
G000429045	G000429045.part_NZ_AUBC01000011.1
G001427385	G001427385.part_NZ_LMGJ01000036.1
G000282595	G000282595.part_NZ_AKIZ01000035.1
G000689195	G000689195.part_NZ_AZRA01000007.1
G900116115	G900116115.part_FOZP01000003.1
G001603165	G001603165.part_LVBN01000016.1
G001422605	G001422605.part_NZ_LMLK01000021.1
G900116265	G900116265.part_NZ_FOZU01000009.1
G000312545	G000312545.part_NZ_HE997542.1
G900110675	G900110675.part_FOEN01000008.1
G000210055	G000210055.part_NC_021021.1
G001676225	G001676225.part_NZ_LZEY01000061.1
G900129805	G900129805.part_NZ_FQWY01000003.1
G001280505	G001280505.part_NZ_LBIO01000028.1
G001894865	G001894865.part_NZ_BCXA01000013.1
G001720395	G001720395.part_NZ_MDTU01000002.1
G001830015	G001830015.part_MICX01000002.1
G000697965	G000697965.part_NZ_CP015882.1
G001924935	G001924935.part_NZ_LQXI01000001.1
G001427385	G001427385.part_NZ_LMGJ01000012.1
G000525955	G000525955.part_NZ_AODJ01000003.1
G001429705	G001429705.part_NZ_LMSV01000001.1
G001431485	G001431485.part_NZ_LDJM01000006.1
G900130035	G900130035.part_NZ_FQXQ01000003.1
G000591415	G000591415.part_NZ_JEMF01000011.1
G001769705	G001769705.part_MEPF01000055.1
G000337475	G000337475.part_NZ_AOIT01000016.1
G000740805	G000740805.part_JPED01000001.1
G000147675	G000147675.part_NZ_ADGQ01000056.1
G001817505	G001817505.part_MHIM01000034.1
G000519205	G000519205.part_NZ_JAFB01000009.1
G000745975	G000745975.part_NZ_JQKJ01000013.1
G000741785	G000741785.part_NZ_JGZP01000010.1
G000719275	G000719275.part_NZ_JOFP01000008.1
G900101965	G900101965.part_FNAP01000002.1
G001769835	G001769835.part_MEPR01000052.1
G000377645	G000377645.part_NZ_KB898473.1
G000686845	G000686845.part_NZ_JMLS01000019.1
G900115845	G900115845.part_NZ_FOXX01000001.1
G000437435	G000437435.part_FR899629.1
G000312365	G000312365.part_NZ_HG003687.1
G001649505	G001649505.part_NZ_LVYG01000006.1
G000445105	G000445105.part_NZ_ATDP01000106.1
G001469845	G001469845.part_NZ_LNOS01000013.1
G000220585	G000220585.part_NZ_AFOE01000029.1
G000519205	G000519205.part_NZ_JAFB01000034.1
G900107845	G900107845.part_FNRM01000004.1
G900115085	G900115085.part_FOVF01000002.1
G000318295	G000318295.part_NZ_KB291433.1
G000686845	G000686845.part_NZ_JMLS01000024.1
G900101015	G900101015.part_FNFZ01000004.1
G000377885	G000377885.part_NZ_KB898764.1
G900094975	G900094975.part_NZ_FMAU01000001.1
G002006995	G002006995.part_NZ_MRUL01000014.1
G000429865	G000429865.part_NZ_KE386980.1
G001424305	G001424305.part_NZ_LMPD01000006.1
G001610875	G001610875.part_CP011272.1
G000336655	G000336655.part_NZ_AOLZ01000073.1
G900100715	G900100715.part_FNCA01000005.1
G001313205	G001313205.part_BBFK01000005.1
G000786005	G000786005.part_JPIH02000003.1
G000300115	G000300115.part_NZ_JH930378.1
G000445145	G000445145.part_NZ_ATIB01000087.1
G001570425	G001570425.part_NZ_BCSX01000011.1
G900102125	G900102125.part_FNAZ01000011.1
G000684975	G000684975.part_NZ_BAXZ01000021.1
G001570425	G001570425.part_NZ_BCSX01000054.1
G001280505	G001280505.part_NZ_LBIO01000050.1
G001624625	G001624625.part_NZ_LQXX01000007.1
G000188155	G000188155.part_NZ_KE124772.1
G001403775	G001403775.part_NZ_CYUG01000012.1
G001625015	G001625015.part_NZ_LVWJ02000011.1
G000504245	G000504245.part_NZ_KI632509.1
G000430525	G000430525.part_NZ_KE387157.1
G000722915	G000722915.part_JOKN01000001.1
G000435575	G000435575.part_FR881886.1
G000576595	G000576595.part_NZ_AWSA01000010.1
G000508965	G000508965.part_NZ_BAHV02000001.1
G000214595	G000214595.part_NZ_AFIG01000002.1
G000336655	G000336655.part_NZ_AOLZ01000034.1
G001424305	G001424305.part_NZ_LMPD01000004.1
G900100715	G900100715.part_FNCA01000007.1
G001313205	G001313205.part_BBFK01000007.1
G000382085	G000382085.part_NZ_KB907519.1
G000786005	G000786005.part_JPIH02000001.1
G000519205	G000519205.part_NZ_KI912599.1
G000377885	G000377885.part_NZ_KB898766.1
G000014505	G000014505.part_NC_008525.1
G900094975	G900094975.part_NZ_FMAU01000003.1
G002006995	G002006995.part_NZ_MRUL01000016.1
G900107845	G900107845.part_FNRM01000006.1
G000686845	G000686845.part_NZ_JMLS01000026.1
G000829435	G000829435.part_NZ_JXRP01000009.1
G900101015	G900101015.part_FNFZ01000006.1
G000482805	G000482805.part_NZ_KI519502.1
G000382265	G000382265.part_NZ_KB907973.1
G000312365	G000312365.part_NZ_HG003685.1
G001649505	G001649505.part_NZ_LVYG01000004.1
G000337475	G000337475.part_NZ_AOIT01000029.1
G000445105	G000445105.part_NZ_ATDP01000104.1
G000576595	G000576595.part_NZ_AWSA01000012.1
G001499755	G001499755.part_NZ_CVIV01000012.1
G000422425	G000422425.part_NZ_AULT01000016.1
G000179775	G000179775.part_NZ_AEEB01000005.1
G001756595	G001756595.part_NZ_LZYI01000014.1
G000751675	G000751675.part_NZ_CCFF01000013.1
G000717475	G000717475.part_NZ_JPIK01000005.1
G000307245	G000307245.part_NZ_DF158873.1
G000717335	G000717335.part_NZ_JNYZ01000009.1
G000382125	G000382125.part_NZ_KB907549.1
G001870225	G001870225.part_NZ_CP017675.1
G000695975	G000695975.part_NZ_CP007243.1
G001312505	G001312505.part_NZ_BBDW01000002.1
G000376445	G000376445.part_NZ_AQXI01000004.1
G001624625	G001624625.part_NZ_LQXX01000005.1
G001298265	G001298265.part_NZ_LGSZ01000054.1
G000504165	G000504165.part_NZ_AYSE01000012.1
G000455825	G000455825.part_NZ_ATAO01000101.1
G000979995	G000979995.part_NZ_JJQN01000042.1
G000220545	G000220545.part_NZ_AFPL01000036.1
G000445145	G000445145.part_NZ_ATIB01000085.1
G900102125	G900102125.part_FNAZ01000013.1
G000684975	G000684975.part_NZ_BAXZ01000023.1
G000934435	G000934435.part_NZ_JXIJ01000070.1
G001570425	G001570425.part_NZ_BCSX01000056.1
G000934435	G000934435.part_NZ_JXIJ01000035.1
G000241345	G000241345.part_NZ_BAED01000020.1
G000599865	G000599865.part_NZ_JHAC01000017.1
G000429305	G000429305.part_NZ_AUBP01000021.1
G000697965	G000697965.part_NZ_CP015880.1
G000455825	G000455825.part_NZ_ATAO01000179.1
G000429305	G000429305.part_NZ_KE386878.1
G000934435	G000934435.part_NZ_JXIJ01000008.1
G000309585	G000309585.part_NZ_AFYK01000040.1
G000309585	G000309585.part_NZ_AFYK01000005.1
G000425585	G000425585.part_NZ_KE384401.1
G001422605	G001422605.part_NZ_LMLK01000023.1
G000312545	G000312545.part_NZ_HE997540.1
G001316245	G001316245.part_NZ_BBDM01000010.1
G900116115	G900116115.part_FOZP01000001.1
G900089455	G900089455.part_NZ_FLRC01000009.1
G000497755	G000497755.part_NZ_AYOD01000015.1
G001830805	G001830805.part_MICH01000010.1
G000377645	G000377645.part_NZ_KB898471.1
G001005215	G001005215.part_NZ_LBNQ01000019.1
G900115845	G900115845.part_NZ_FOXX01000003.1
G001898495	G001898495.part_MKUA01000013.1
G000426565	G000426565.part_NZ_KE384540.1
G000741785	G000741785.part_NZ_JGZP01000012.1
G000745975	G000745975.part_NZ_JQKJ01000011.1
G000686845	G000686845.part_NZ_KK366025.1
G000525955	G000525955.part_NZ_AODJ01000001.1
G900130035	G900130035.part_NZ_FQXQ01000001.1
G000282595	G000282595.part_NZ_AKIZ01000013.1
G000934435	G000934435.part_NZ_JXIJ01000150.1
G000382245	G000382245.part_NZ_KB907866.1
G000235885	G000235885.part_NZ_JH379450.1
G000745125	G000745125.part_NZ_JQNF01000007.1
G000382125	G000382125.part_NZ_KB907550.1
G000717335	G000717335.part_NZ_JNYZ01000010.1
G000245075	G000245075.part_NZ_JH599961.1
G001422605	G001422605.part_NZ_LMLK01000007.1
G000445145	G000445145.part_NZ_ATIB01000024.1
G000297775	G000297775.part_NZ_JH815517.1
G001432305	G001432305.part_NZ_KQ483358.1
G900114835	G900114835.part_FOUJ01000006.1
G001676225	G001676225.part_NZ_LZEY01000002.1
G000300115	G000300115.part_NZ_JH930363.1
G000283915	G000283915.part_NC_016929.1
G001995095	G001995095.part_NZ_MTSD02000006.1
G000620645	G000620645.part_NZ_JIAV01000021.1
G000309585	G000309585.part_NZ_AFYK01000021.1
G000010585	G000010585.part_NC_011999.1
G900106765	G900106765.part_FNNG01000006.1
G000714715	G000714715.part_NZ_JMFO01000005.1
G000241345	G000241345.part_NZ_BAED01000004.1
G000599865	G000599865.part_NZ_JHAC01000033.1
G000429305	G000429305.part_NZ_AUBP01000005.1
G000969905	G000969905.part_NZ_CP009520.1
G000429045	G000429045.part_NZ_AUBC01000013.1
G001427385	G001427385.part_NZ_LMGJ01000034.1
G000934435	G000934435.part_NZ_JXIJ01000174.1
G000282595	G000282595.part_NZ_AKIZ01000037.1
G000768695	G000768695.part_NZ_AVPL01000005.1
G000484595	G000484595.part_NZ_AXVE01000001.1
G001769705	G001769705.part_MEPF01000036.1
G000147675	G000147675.part_NZ_ADGQ01000035.1
G000424205	G000424205.part_NZ_AUJL01000007.1
G001012675	G001012675.part_NZ_AZRC01000036.1
G001594145	G001594145.part_LVCF01000004.1
G001508335	G001508335.part_LGFX01000005.1
G001649505	G001649505.part_NZ_LVYG01000020.1
G000336915	G000336915.part_NZ_AOMD01000012.1
G000719275	G000719275.part_NZ_JOFP01000013.1
G001717035	G001717035.part_MAGT01000007.1
G001469845	G001469845.part_NZ_LNOS01000070.1
G000745975	G000745975.part_NZ_JQKJ01000008.1
G000425585	G000425585.part_NZ_AUDS01000021.1
G900110905	G900110905.part_FOFH01000008.1
G000337675	G000337675.part_NZ_AOIB01000025.1
